external_gene_name	entrezgene_id
AC009014.3	389332
RP11-255G21.1	101928684
MIR3689E	100616460
FAM9B	171483
MIR3689F	100616212
RNF113A	7737
FGF10-AS1	101927075
MIR3605	100500853
CTD-2547L16.1	101929066
AC073321.3	101928232
RP11-76N22.2	101927891
RP11-415J8.5	101929464
KBTBD3	143879
PMCHL2	5370
LINC01121	400952
RP5-827C21.4	101927765
LINC00501	100820709
UBD	10537
RP3-473B4.3	340581
NDUFA1	4694
DNAJC28	54943
RP5-855F14.1	100506795
CTD-2297D10.2	101929176
LINC00623	728855
WDR91	29062
RP11-250B2.5	101928714
RP11-664H17.1	100506393
TMEM242	729515
MIR331	442903
SNORA36C	100124535
RP11-85L21.4	101805489
PLEKHG1	57480
MIR3685	100500802
MIR548AN	100616144
MIR744	100126313
SMAP2	64744
LINC00184	100302691
OR2H2	7932
SSR3	6747
TLX1NB	100038246
CDC20	991
FSIP2	401024
GTF3C3	9330
GLRX5	51218
SERPINA13P	388007
LINC00670	284034
RP4-781K5.4	101927787
CDKN1A	1026
RP5-1007G16.1	402779
RP11-53O19.1	100506674
RP11-162J8.2	100128176
MIR25	407014
RP4-620F22.3	729930
ID4	3400
MIR93	407050
LINC00087	644596
REN	5972
MIR106B	406900
EFEMP2	30008
ASPHD2	57168
TLX1	3195
SLC3A1	6519
AC011747.7	100506299
LINC01132	100506810
LINC00633	101928677
AC005358.3	101928418
FAM65B	9750
DEFB136	613210
RP5-991C6.3	101928770
RP1-111D6.3	101928709
PPP1R26-AS1	100506599
MIR4658	100616439
AKAP14	158798
AASDHPPT	60496
TCP11	6954
MIR4803	100616377
TCL1B	9623
RP11-568K15.1	730102
CDC25B	994
MIR3173	100422981
DEFB135	613209
MIR874	100126343
MRC2	9902
ZNF143	7702
RP11-426A6.5	101928525
RNVU1-4	101954265
MIR552	693137
DICER1-AS1	400242
RXFP3	51289
CEACAM1	634
LRRC10	376132
MIR1258	100302172
PLAU	5328
LBX1	10660
C4A	721
DEFB134	613211
GATS	352954
RP11-98L5.2	100130954
GBP1P1	400759
HEXA-AS1	80072
CCL26	10344
DMRTC1B	728656
RP11-244H3.1	653160
MIR4662A	100616255
AC062029.1	101928403
STXBP1	6812
NPY6R	4888
CCNC	892
RASAL2-AS1	100302401
RP11-640M9.1	101929438
SNORA14B	677802
LINC00964	157381
MBOAT1	154141
MIR4753	100616224
SAMD5	389432
TNXB	7148
DEFB130	100133267
CLCN1	1180
RP11-1080G15.1	100128993
HMX3	340784
CTD-2024D23.1	100130964
LINC00083	400797
MIR630	693215
AC104820.2	101927156
RP11-420A23.1	101927184
CDH12	1010
HSD17B6	8630
RP11-244K5.8	100652739
KCNAB3	9196
ZNF705D	728957
MIR4424	100616328
KLHL7-AS1	100775104
TBL1X	6907
RP11-428K3.1	646976
RP6-191P20.4	101928335
HMX2	3167
ZNF205-AS1	81854
WDR70	55100
MIR4437	100616213
RGPD4-AS1	729121
CCL24	6369
RP11-417F21.1	100506142
RP11-130C6.1	101927259
ZDHHC14	79683
BTRC	8945
BEST3	144453
MOG	4340
USP17L2	645836
GUCY1A2	2977
RP11-473M20.14	100507458
ANKRD36BP2	645784
MAST2	23139
RPS2P32	256355
RP11-399K21.14	101929234
PCBP1-AS1	400960
RP5-1007M22.2	400761
MIR4673	100616242
RP11-15A1.3	100505715
SKA1	220134
PTPRD	5789
ADPGK-AS1	100287559
RAET1K	646024
RP11-15A1.7	101928063
KISS1	3814
C14orf166B	145497
MIR606	693191
HPS4	89781
MIR4674	100616301
AC073283.4	101927043
RP11-519M16.1	101927282
MTRF1L	54516
RHBDD2	57414
RP11-611D20.2	101928483
DDX11L9	100288486
AC084219.4	100379224
WBP1	23559
RP11-81N13.1	101927111
BUB3	9184
TMEM187	8269
KTN1-AS1	100129075
TCTE1	202500
RP5-943J3.1	101927975
SASH1	23328
GOLT1A	127845
RP11-265D19.6	100506790
EPC1	80314
CD19	930
OR1F2P	26184
CTD-2324F15.2	401172
MARK2	2011
GEMIN8P4	492303
GSTTP2	653399
CTD-2089N3.2	100287592
LZTS1-AS1	100874051
LINC00086	399668
RP11-30P6.6	101928820
TIMP4	7079
HLA-DMA	3108
RP11-251M1.1	101928612
MREG	55686
PPP3R1	5534
AC079586.1	151121
GTF3C2	2976
RP11-8P11.3	101929221
RAB19	401409
TCFL5	10732
NEK8	284086
FAM86B1	653333
MIR1537	100302139
KB-318B8.7	101929399
CTA-392C11.1	100996474
GART	2618
RP4-665J23.1	149351
ZNF620	253639
BCYRN1	618
TLK1	9874
RMDN1	51115
OTUD7B	56957
WASF3	10810
MIR4255	100422898
TCL1A	8115
MIR559	693144
MIR5003	100847029
MIR126	406913
LOXL1-AS1	101929252
AC079776.2	389033
TIPARP	25976
UBE2B	7320
PLEKHA6	22874
FAM179A	165186
ELOVL1	102466723
MIR652	724022
LINC01137	728431
MIR3978	100616491
LCORL	254251
CTD-2314G24.2	642366
PTF1A	256297
SNHG7	677824
FGG	2266
MIR5581	100847010
SNORD96B	692226
LINC01018	255167
LGALS8-AS1	100287902
RP5-1180C10.2	100527964
POM121L9P	29774
TDGF1P3	6998
RP11-385F5.5	101927925
MIR548AO	100847068
SNHG5	692088
NEU1	4758
RPL8	6132
MAPK4	5596
MIR3121	100423032
CNRIP1	25927
RAB6C-AS1	100131320
KXD1	79036
SNRNP48	154007
CTSW	1521
RP11-21C4.1	401463
MIR4428	100616141
CDHR5	53841
C10orf67	256815
RP11-193H5.1	100130331
RP11-421P23.1	286114
RP11-725G5.2	101929080
GPR12	2835
ZNF621	285268
LINC00341	79686
MKRN1	23608
HDAC3	8841
CWF19L2	143884
CTC-308K20.1	100268168
SRGN	5552
GVINP1	387751
GRK5-IT1	101927868
RANBP2	5903
MIR4681	100616398
FAR2	55711
LINC00890	401613
ANKRD52	283373
RP11-326G21.1	101929787
MIR4791	100616291
TMEM37	140738
RP11-324J3.1	100506238
IRAK1	3654
USP12	219333
SEC22B	101060309
MIR302E	100313774
GPR143	4935
DAZ4	57135
MIR3659	100500801
CCDC28A	25901
CTD-3025N20.2	286186
CTD-2311M21.2	102466872
RP11-24P4.1	101929172
RPP21	79897
RP11-214L19.1	339442
AC007557.2	101928305
SIDT1	54847
HNRNPUL1	11100
CTD-2516F10.2	100506258
RP11-540K16.1	101928973
LINC01139	339535
PABPC1L2B	645974
MIR4682	100616322
FAR2P1	440905
SMAD1	4086
MIR3136	100422859
RP11-153K16.1	101928441
CEACAM22P	388550
SCTR	6344
ADORA2A-AS1	646023
RP11-380B22.1	100287948
C12orf43	64897
NAGLU	4669
UBL7-AS1	440288
CENPH	64946
CCDC183-AS1	100131193
TMEM132C	92293
RP11-458D21.1	101928979
MOCS1	4337
LINC00967	100505659
RP11-460N16.1	101927152
WDR11-AS1	283089
AC079807.2	100506235
JMJD7	100137047
IRAK3	11213
RP11-10O17.1	101929333
PPARG	5468
SNORD21	6083
CXCR2P1	3580
CHRM3-AS1	100873984
MIR320A	407037
CDKN2AIPNL	91368
SNORA66	26782
RP11-346I3.4	100505676
RP11-614F17.2	101927305
PPP1R15B	84919
CTC-347C20.2	102477328
GS1-122H1.2	400799
RNVU1-6	101954276
DIDO1	11083
ARHGDIG	398
MIR4513	100616183
CTD-2530N21.4	100507071
GAREML	150946
PLEK	5341
RPS7P5	645884
PEX3	8504
CTD-2044J15.1	100505625
RP11-494M8.4	283299
PNMAL2	57469
PTTG3P	26255
SNORA74B	677841
APOC1P1	342
NFATC2IP	84901
MIR4292	100422860
RP11-61L23.2	154761
MIR4479	100616480
SNHG6	641648
CCT4	10575
CTD-2366F13.1	257396
AC021016.6	101928513
MIR1273C	100422821
TMEM176A	55365
RP11-69E11.4	728448
LIN28AP1	79727
RP11-521D12.5	100996549
LINC00272	388719
TRIM53AP	642569
FIBP	9158
MIR26B	407017
ZFP69B	65243
GNRHR2	114814
RP11-723O4.2	653712
KCNIP3	30818
MIR548AE1	100616305
STRN3	29966
MIR1202	100302259
RP11-317P15.4	284648
YWHAEP1	649395
RP11-142C4.6	283194
SNORD63	26785
ECT2L	345930
CYP3A7	100861540
AC007966.1	101927196
GIP	2695
SHROOM2	357
MRPS36	92259
CALM3	808
RP4-717I23.3	101930643
POM121L10P	646074
NKAP	79576
WI2-925H4.1	101929780
SPIC	121599
MIR4466	100616154
LINC00608	151300
RP11-443A13.5	101929328
JADE2	23338
CCL23	6368
OR5E1P	26343
PDZK1P1	728939
MIR486	102465696
PIK3C2B	5287
MIR4329	100423009
RP11-80B9.4	100506929
MIR142	406934
POR	5447
SNORA55	677834
RP11-87E22.2	101929237
FAS	355
AC097500.2	101927217
MIR375	494324
CLPX	10845
MIR3621	100500811
AC097468.4	100129175
SMG7-AS1	284649
SULT1C2P1	151234
HCCAT5	283902
BTN3A3	10384
TNFAIP1	7126
MIR3131	100422957
AARS2	57505
RIOK2	55781
PLP2	5355
MIR330	442902
MIR3692	100500899
RP11-140I24.1	100506172
PDIA2	64714
MIR642A	100500845
TMEM212	389177
MIR631	693216
ZFP69	339559
AP001258.4	101927204
MOGS	7841
CDK7	1022
CCDC59	29080
SNORD48	26801
SNX9	51429
SNORD52	26797
DISC1FP1	101929222
LINC00578	100505566
USP38	84640
MIR581	693166
AC002365.1	100288814
ABCC10	89845
MIR602	693187
SYNJ2-IT1	100874300
MRO	83876
MIR3123	100422856
RPL21	6144
RPL13AP3	645683
XXbac-BPG181B23.7	101929072
RNVU1-7	100312957
MIR4490	100616186
SLIT2	9353
MIR1261	100302228
IRF2BPL	64207
MIR769	768217
RP11-600K15.1	100505718
HCP5	10866
RP11-236J17.5	101927917
RP11-732M18.3	101930415
LINC00520	645687
AC009120.4	101928035
MIR4459	100616233
TMEM92	162461
PHLDA1	22822
RP11-188C12.3	100133077
MIR934	100126324
SRRD	402055
TATDN2P2	102465694
SNORA74A	26821
GS1-120K12.4	101929069
LINC00892	100128420
MIR3918	100500851
AC007682.1	730100
EZR-AS1	101409257
CTB-43P18.1	51247
RGS17	26575
WWC3	55841
CIPC	85457
MIR4261	100422929
SNORA3	619562
MAP2K6	5608
SNORA45	677826
OSTCP1	202459
MTHFD1L	25902
MED8	112950
RP4-565E6.1	101929292
DNM1P35	100128285
MIR4804	100616152
PRICKLE3	4007
OASL	8638
RP11-744J10.3	100505739
AC006262.5	645553
ARPP19	10776
RP11-24M17.4	101929408
SH3RF3-AS1	100287216
NAF1	92345
SDR9C7	121214
HADHA	3030
SNORA80B	100302743
MIR4265	100422863
NFYC-AS1	100130557
MIR4736	100616220
LEKR1	389170
MIR30E	407034
AC006262.6	93429
MIR30C1	407031
EXO5	64789
RP5-1033H22.2	100129046
RP11-112H10.4	101927688
CENPT	80152
CTD-2296D1.2	101929261
MIR4266	100423027
MIR4313	100423035
PIK3R3	8503
RP11-13P5.2	101929122
SPNS1	83985
RP11-159H10.3	101929759
RDH16	8608
MIR760	100126348
RAB44	401258
TMEM53	79639
CTB-35F21.2	101929696
GS1-279B7.1	100288079
MRPL10	124995
ULK2	9706
MIR561	693146
PTGIR	5739
LAMA3	3909
MIR1245A	100616324
C2orf71	388939
LINC01153	101927889
NR2F1-AS1	441094
RP3-393E18.2	401281
SNORD61	26787
MIR3129	100422908
MTRNR2L7	100288485
DACT3-AS1	100506068
CILP	8483
CPNE5	57699
GS1-204I12.1	101929093
SNORA20	677806
ELMO2	63916
ATE1-AS1	100130887
SNORA29	677812
CYP21A1P	1590
UST	10090
AIRN	100271873
MIR3941	100500866
GNG8	94235
RP11-288H12.3	729603
SGMS2	166929
ZNF248	57209
CYP3A4	1576
DMBT1P1	375940
RASL11A	387496
NPY1R	4886
MIR4469	100616115
TNXA	7146
MAP3K10	4294
RP11-875O11.2	286059
VPS26A	9559
MRPL53	116540
SCARNA13	677768
DACT3	147906
PECR	55825
RP11-1070N10.4	100506999
TRAPPC1	58485
TFIP11	24144
IRF1	3659
RP11-593F23.1	101929439
ACP1	52
RP11-148B18.3	100505940
RP11-261C10.3	101929966
TMEM9B-AS1	493900
MIR3162	100422880
RP11-333A23.4	101926892
AP000442.1	101927226
TYRO3P	7302
ENTHD2	146705
MAP7	9053
MRPL22	29093
CELA3B	23436
RP11-1090M7.1	100128006
AC003090.1	101927945
RP11-1149O23.3	389641
VPS45	11311
MIR1269B	100616494
MIR5691	100847015
GID8	54994
MTRNR2L2	100462981
KRT8P41	283102
LINC01057	101928079
RP11-564D11.3	399815
MIR1284	100302112
CPNE3	8895
MIR3713	100500855
AXIN1	8312
PARP16	54956
GTF3A	2971
LPAL2	80350
SNORA23	677808
OSBPL5	114879
RP11-480D4.1	729506
KLHL29	114818
C14orf132	101929186
DPRXP4	503645
MIR4677	100616343
PTRH1	138428
FBXO48	554251
NPY5R	4889
RP11-177H13.2	100507156
CYP2U1	113612
PPP2R3A	5523
MSH3	4437
MIR378G	100616321
SNORA35	677816
HLA-DRB6	3128
ZNF684	127396
GFOD1	54438
AC006111.1	101929751
RP11-278H7.1	339529
CTA-221G9.11	100128531
CELA3A	10136
TKTL2	84076
RP4-639F20.1	729970
LINC00877	285286
MIR764	100313838
MKI67	4288
RP11-307C19.1	101929457
PGAM1P5	100132594
LINC01024	100505636
MIR1912	100302144
OPRM1	4988
CTA-221G9.10	50861
MAP4K2	5871
CLIP4	79745
SLC17A9	63910
NR2F1	7025
RP11-313A24.1	101928098
MIR1298	100302153
TSPAN1	10103
MIR4436A	100616399
SCARNA9	100158262
RP3-462D8.2	101929416
IGF2BP1	10642
RP11-307C19.3	253044
MIR1911	100302222
RP11-95P2.1	100507501
SNORA25	684959
CYP26B1	56603
RP11-57H12.3	101928118
SNORA32	692063
RP11-9G1.3	101927359
SNORD6	692075
RP11-245G13.2	101929733
SNORA1	677792
CCDC85B	11007
SNORA8	654320
SLC2A1-AS1	440584
CTD-2632K10.1	101929478
CTNNB1	1499
TMA16	55319
SLC45A2	51151
TMEM198B	440104
AC005356.1	101926896
RP4-586O15.1	100996630
CLCN4	1183
TUBA4B	80086
MIR454	768216
RP11-14O19.1	101928169
FAM214A	56204
HNRNPU-AS1	284702
PARP2	10038
FAM157B	100996541
SAR1B	51128
FOSL1	8061
SZT2	23334
TTC9B	148014
IGDCC3	9543
SLC15A4	121260
PFN1P8	767846
HSD17B7P2	158160
RP4-617C6.1	440594
RGMB	285704
KIF4B	285643
PRPF40B	25766
PRKD2	25865
LINC00861	100130231
SZT2-AS1	102465440
AC062028.1	285150
RP11-286B14.1	100996635
MIR153-1	406944
AC013271.3	440895
GAB1	2549
CRYBB2P1	1416
OTUD1	220213
RP11-540A21.2	440028
NBPF13P	728989
MAB21L2	10586
PHF1	5252
C1orf228	339541
CCL18	6362
MMAA	166785
MIR4464	100616109
RP11-114H24.2	645752
SBF2-AS1	283104
RP11-313C15.1	101926908
PCDP1	200373
MIR3132	100423039
RP11-463J7.2	440704
CDC42	998
HADH	3033
C9orf117	286207
TMEM63C	57156
RP11-180I22.2	101929310
MIR4643	100616174
RP5-898J17.1	101928241
SGCD	6444
CASC6	101929083
SNORA68	26780
DDX3Y	8653
RP11-65D17.1	101927657
MDM4	4194
RP11-184I16.4	101929592
MCMBP	79892
MPP7	143098
DSEL	92126
TYRP1	7306
RFFL	117584
CNTD2	79935
BMP6	654
RIMS3	9783
RP11-89K10.1	101927679
RP11-541F9.1	100652834
MIR301A	407027
RP11-337C18.8	100505794
SPTBN5	51332
CTA-407F11.8	100996404
OPN4	94233
FHIT	2272
RPS3A	8944
C11orf68	83638
MIR3188	100422833
DPYD-AS1	100873932
LINC00613	100507528
PCAT1	100750225
MIR4268	100422959
PDIA3P1	171423
MIR4729	100616204
RP11-7O11.3	101929609
DPCD	25911
REPS1	85021
RP11-567L7.6	101927728
PRNCR1	101928577
ANO4	121601
SEPHS1P1	7697
MIR3189	100422943
XYLT2	64132
MYO1F	4542
CSN1S2AP	286828
TAB2	23118
RP11-690C23.2	255654
CCAT1	100507056
AP5S1	55317
TTC16	158248
MICAL3	57553
MIR21	406991
MIR4458HG	100616142
DPYD-AS2	100873933
FCAR	2204
CASC8	101930033
MIR4426	100616345
MARCH1	55016
MIR98	407054
RP11-439E19.1	101928139
PPIL1	51645
HLA-E	3133
MIRLET7F2	406889
MRPL28	10573
RP11-624J12.1	101927690
MIR920	100126320
FUCA2	2519
AC002321.1	100996390
MIR137HG	100616452
CCL3	6348
CASC11	100270680
ADAMTS10	81794
SLC5A8	160728
RP11-785F11.1	729307
DRAP1	10589
MTIF3	219402
DTX1	1840
FZD7	8324
BHLHE23	128408
SYP	6855
OTX2-AS1	100309464
CTD-2308L22.1	729770
LINC00624	100289211
MIR1278	100302163
C10orf55	414236
LINC01031	101929184
SON	6651
PVT1	100302185
CAMK4	814
SUPV3L1	6832
YTHDF1	54915
NAP1L2	4674
MIR640	693225
RP11-1H15.2	101928008
RP5-1070A16.1	729987
IGDCC4	57722
RP5-896L10.1	100129620
SNORA11	677799
CDX4	1046
DLK2	65989
RP11-439E19.3	149134
ERI3-IT1	100874278
NELFCD	51497
RP11-143A12.3	101929284
KIAA1217	56243
ZNF518A	9849
MIR5584	100847089
SNORD5	692072
RP11-413P11.1	101928270
RNU5F-1	26828
AC079354.1	100652824
SNORA18	677805
RNU5D-1	26830
MIR1304	100302240
CLEC4M	10332
MRVI1-AS1	100129827
TXNDC5	81567
LINC00336	401253
MID1	4281
CHIC1	53344
SNORD55	26811
CCT6P3	643180
SNORD46	94161
RHOXF2B	727940
LINC00663	284440
NYAP2	57624
MIR3934	100500873
GPR182	11318
SNORD38A	94162
POMGNT1	55624
LURAP1L	286343
AC084018.1	338799
LINC01016	100507584
RP11-685M7.5	692223
SLC6A10P	653562
CHD1	1105
CTD-2313F11.1	102467081
RP11-685M7.3	101928053
ALKBH8	91801
MIR4735	100616363
RP11-622A1.2	728040
MIR1205	100302161
CRIM1	101929500
MIR148A	406940
CLSTN2	64084
MANEA-AS1	101927288
MIR548L	100302275
RPL32P3	132241
MIR1207	100302175
BIRC7	79444
MIR1208	100302281
RHOXF1	158800
LNX2	222484
IRS1	3667
MIR448	554212
RP3-468B3.2	100653005
RP11-89M16.1	101927774
ACTL9	284382
ERGIC2	51290
MFSD8	256471
SLC17A5	26503
LINC01014	100874330
RP11-434I12.2	101926926
MIR3916	100500849
OR2Z1	284383
MIR4636	100616326
RP11-305E17.6	100506007
MIR1275	100302123
MIR553	693138
C4orf51	646603
TCL6	27004
RHOXF2	84528
SLC45A4	57210
ZFP57	346171
XXyac-YX155B6.5	100506011
LINC00977	728724
PPBPP2	10895
LONRF1	91694
STAU2-AS1	100128126
LDB3	11155
BLNK	29760
IFT122	101927266
TMEM8A	58986
RCOR2	283248
MIR548H3	100302287
ZCCHC13	389874
CPNE4	131034
HELB	92797
TPST2	8459
COX10-AS1	100874058
RHBDD1	84236
SYNJ2	8871
POLR1D	51082
LINC00616	641365
RPS15AP10	728963
SIRT5	23408
OSGEPL1-AS1	101409258
LINC00570	100874055
RP1-104O17.1	101927314
TOR2A	27433
CWC15	51503
RP11-84O12.4	100128787
RP11-407P15.2	100509620
SLC16A2	6567
MAVS	57506
MIR181A1HG	100131234
RP11-44F21.3	100507388
ZBTB33	10009
TSGA10IP	254187
MIR3686	100500839
RP11-44F21.2	101928702
RP11-561E1.1	101929342
MIR3655	100500820
SLC7A11-AS1	641364
MIR181B1	406955
RP11-140K17.3	101929243
VTRNA1-1	56664
ME2	4200
MIR181A1	406995
NAP1L1	4673
MIR4431	100616431
LINC00856	100132987
RP11-44F21.5	100505946
RP11-421L21.2	148867
WSB2	55884
RP11-495P10.5	101929325
BDKRB2	624
CTD-2201E9.1	101929338
TEKT4	150483
MED15P9	285103
LRRN2	10446
MIR2277	100313887
MIR2113	100302164
CHL1	10752
ONECUT1	3175
RP11-421L21.3	102606465
AC110781.3	100128374
NKAIN4	128414
RP4-533D7.5	101929626
MIR449A	554213
C2orf66	401027
FAM172A	83989
GSX1	219409
APLF	200558
MIR449B	693123
GDNF	2668
MIR449C	100313923
VTRNA1-2	56663
LINC00499	100874047
VTRNA1-3	56662
METTL25	84190
AKT2	208
PDX1	3651
SNHG18	100505806
GCSAML-AS1	148824
RP11-382E9.1	400800
HCCS	3052
MIR548AI	100616347
RP11-542G1.3	441025
CTB-33O18.3	285593
FTSJ2	29960
SPATS1	221409
CBWD3	101060578
RP5-1109J22.1	729041
LINC01123	440894
MIR5194	100847051
RBM5	10181
AC067945.4	101927336
ZC3H15	55854
MIR5687	100847019
ZNF827	101927707
RLIM	51132
RP4-575N6.4	101928370
RNF138P1	379013
RP11-630D6.5	101928809
RASAL1	8437
HLA-F	3134
MIR3682	100500850
CTB-43E15.3	101928136
ZBTB39	9880
CRYBB1	1414
MIR4429	100616469
FAM131B	9715
FAM53B-AS1	101927944
PAX8	7849
TMEM255A	55026
CDX2	1045
SART1	9092
RP1-93I3.1	101927352
RP5-1109J22.2	101929651
CTB-43E15.4	101928154
MCHR2-AS1	728012
NFYC	4802
AP4S1	11154
SNORD123	100113384
LRAT	101927965
MKNK1-AS1	100507423
TMEM169	92691
RNVU1-14	101954266
URAD	646625
WDR72	256764
WNT4	54361
NCR1	9437
RAB3IP	117177
MECP2	4204
EFCAB14-AS1	100130197
PCDHB18	54660
MIR5690	100847048
AC013401.2	100506993
VCL	7414
MIR4296	100423041
RP3-510O8.4	285847
RP1-257A15.1	101929239
LINC00862	554279
CRYBA4	1413
CYP4Z2P	163720
PCGEM1	64002
LINC00595	414243
PGAP1	80055
DNAJA1P5	94236
MOB2	81532
NUDT1	4521
RPL23AP32	56969
WEE1	7465
TDRD1	56165
RNVU1-15	101954267
PCDHB19P	84054
KIAA2022	340533
RP11-92G12.3	101929224
NAA40	79829
CAHM	100526820
MIR4267	100422994
ARSG	22901
POLL	27343
CTD-2143L24.1	285692
TIMD4	91937
HPYR1	93668
TAC3	6866
MIR320E	100422913
MIR4436B2	100847033
ELAC1	55520
AC005618.6	101930113
RP11-360P21.2	101928739
RNVU1-16	101954270
MIR3925	100500885
AC004889.1	101060696
CTD-2031P19.3	441072
GLT1D1	144423
AC090103.1	100507236
GTF2H4	2968
SYNPR	132204
CNTROB	116840
MIR548J	100313914
LAP3P2	101154753
MIR3191	100422899
WISP1-OT1	8840
FLT3	2322
RECQL5	9400
NIF3L1	60491
RP4-545C24.1	101928605
RP11-167P23.2	139629
NAPA-AS1	100505681
ARHGAP6	395
ZBTB40	9923
LINC00473	90632
GPR141	353345
SNORD23	692091
AC106875.1	100506405
MN1	4330
RBM46	166863
EXOC6B	23233
RPS10P7	376693
PCDHGB8P	56120
MIAT	440823
NKAIN1P1	642691
TGFB1	7040
XRCC5	7520
AC012456.3	101929752
CTD-2024I7.13	100505658
RP1-153P14.8	100505530
PRORSD1P	344405
UBA52	7311
NME4	4833
IPO9-AS1	100873949
LINC00116	205251
RP1-153P14.3	100505550
KIF2C	11004
EHD4	30844
MIR548S	100422862
MIR5191	100847050
EPDR1	54749
RP11-622K12.1	550643
MIR1231	100302158
SH3D19	152503
RP11-14N7.2	100996735
MIR4262	100422996
LINC00577	100113403
RP4-655C5.4	101929297
AC018799.1	101927406
LINC00853	100874253
FAR2P2	100288897
CCNL1	57018
RP1-18D14.7	101930541
CTC-241F20.3	100505812
ZMIZ1	57178
BVES-AS1	154442
FOXD2-AS1	84793
PITPNB	23760
MIR4462	100616413
COQ10A	93058
MIR4733	100616266
SH2D3C	10044
RP11-1223D19.1	100507334
CDK12	51755
AC006196.1	101927431
RPS6KA2-IT1	100874353
MIR1913	100302141
ABCB7	22
MIR504	574507
CTD-2309H9.3	101927798
BTBD9-AS1	101929425
MIR4724	100616248
MIR193A	406968
HAVCR1	26762
RP11-157E21.1	101927822
FGF13-AS1	100129662
RPS6KA2-AS1	100861523
MIR4725	100616449
GIN1	54826
MIR365B	100126356
ARFGAP1	55738
RP11-543D5.2	388630
ZFAT-AS1	594840
MGMT	4255
AMACR	23600
CNGB3	54714
PTPRVP	148713
TBC1D3P1-DHX40P1	653645
GPR20	2843
MIR548H4	100313884
MIR3939	100500857
CACNA1F	778
NPY2R	4887
SEC1P	653677
CCDC97	90324
NME8	51314
RP1-207H1.3	100131047
TRIM61	391712
MIR3135A	100422901
LRRC46	90506
SKINTL	391037
SGOL1-AS1	100874028
SMARCA5	8467
MAP3K5	4217
PTP4A3	11156
OR10V2P	81343
UNC13C	440279
AC107622.1	101927829
SH3GL1P1	6458
FAM218A	152756
SUMO4	387082
RP11-351J23.2	401286
MIR4634	100616202
VENTXP7	391518
CTC-281M20.1	441116
RP1-60O19.1	100422737
ZNF517	340385
AC020571.3	101927482
PLEKHO1	51177
NR2F2	7026
SWAP70	23075
CTB-60B18.10	101059948
TRIM60	166655
MLLT4-AS1	653483
SRD5A1P1	6719
RP11-61I13.3	100505635
NLRP7	199713
ZNF826P	101929933
LINC00477	144360
AC005592.2	101926941
IL5	3567
DUSP8	101927562
ELMOD1	643923
SMAD4	4089
CYP4F62P	646802
EIF1AD	84285
LINC00301	283197
STARD4	134429
RP11-141A19.2	101929721
FOXD4L3	286380
CRLF1	9244
KIF25-AS1	100505879
AGBL4-IT1	100874313
CEACAM8	1088
MAP9	79884
TMEM192	201931
DONSON	29980
CHRNA1	1134
RNVU1-17	101954269
MIR505	574508
DPP8	54878
COX8A	1351
CTD-2275D24.4	102503429
MIR587	693172
ZC3H12D	340152
CTD-2275D24.2	101929082
TDRG1	732253
MIR4324	100422979
FAHD2A	51011
RP11-503C24.4	101929420
RP11-403I13.4	100293748
C6orf89	221477
PROKR1	10887
CYP3A43	64816
AC010524.2	101928295
MIR1270-1	100423024
TRAF4	9618
SPATA8	145946
IPCEF1	26034
COL4A4	1286
RP11-252A24.3	440386
SNORD32A	26819
LINC00951	401260
RP1-90L6.2	101929539
RP11-252A24.7	2734
SNORD34	26817
PCAT6	100506696
RP11-552E20.4	101929515
SNORD35A	26816
DECR2	26063
KRTAP5-1	387264
AMELX	265
LINC00870	201617
MIR4488	100616470
PRDM9	56979
RP3-495K2.2	101929460
KRTAP5-2	440021
ZMIZ1-AS1	283050
RP11-443N24.1	732360
FCF1P6	51077
OR2A20P	441295
RP11-855O10.2	101927495
C4orf29	80167
OSTM1-AS1	100287366
PSG3	5680
ZNF25	219749
RP11-417E7.1	101929484
CYP4F30P	100132708
LINC00869	57234
RPLP0P2	113157
DENND2A	27147
PAN3	255967
EHMT2	10919
C19orf60	55049
LEF1	51176
RP11-417E7.2	101929504
TMEM199	100616388
LINC00923	91948
CTA-992D9.6	284898
CDC5L	988
ULK4	54986
AC016700.5	100133985
RP11-467L20.10	26070
TMEM91	641649
SNORA7B	677797
ARRDC4	91947
MIR1285-2	100302268
CRHR1	1394
EPHA8	2046
RASSF8-AS1	100506451
TEX36-AS1	100169752
PGM5	5239
CNTN6	27255
RP11-844P9.2	643201
LINC00222	387111
XXyac-YR29IB3.1	101928833
TMCC1-AS1	100507032
OTUB1	101927673
MIR320D2	100302169
RP11-480I12.7	148709
LINC00242	401288
TTC28	23331
BANF1	8815
LINC00574	80069
MIR611	693196
ARHGAP26-AS1	100874239
MIR1908	100302263
PHACTR2	9749
KLHL2	11275
LAT	27040
AC156455.1	100506691
RP11-124K4.1	101926950
CTA-929C8.6	100507657
LURAP1	541468
FBLN7	129804
RNVU1-19	101954277
RP11-810P12.5	100507521
RP11-38O14.5	401980
TGFA-IT1	100874273
BLOC1S5	63915
RSL24D1	51187
RP5-1086L22.1	154449
RP11-308D13.3	101927490
SUMO1	7341
RP5-894D12.5	285804
TMTC2	160335
RP11-384O8.1	440934
RP5-894D12.3	401289
SBF2	81846
MRPL27	51264
RP11-392B6.1	101927516
FAM169B	283777
LSM6	11157
ATAD2B	54454
TMEM59L	25789
PLA2G4E	123745
MIR4644	100616430
MARCH10	162333
EBF3	253738
